# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 14 12:19:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,9.15120100,,2.419,0.216,,,,,,763,2458333.428400,0,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5243.00,0.79,0.90,,,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.9320000,11.2510000,9.1390000,10.8645000,2023-05-26,2023-01,2023-05-26
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.49004700,0.011300,1.280,0.114,3.07000,0.00966,Mass,0.000000,,1862,2458627.538000,0,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),0,Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,4.84940000,0.052000,,,2.83000,0.00890,Msini,0.000000,,867,2458625.900000,0,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103000,0.098000,3.290,0.294,9.90000,0.03115,Mass,0.000000,,633,2458627.545300,0,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.92230000,,16.813,1.500,143.02278,0.45000,Mass,0.068000,,,2458765.068000,0,,,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,6000.00,2.31,1.54,0.290,[Fe/H],3.90,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.1280000,12.7240000,10.6300000,12.4747000,2022-03-16,2022-03,2022-03-16
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,5.53824980,0.052510,2.266,0.202,,,,,26.90,634,2458654.535590,0,,2.2150000,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,0.60,0.63,,,4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,12.6690000,9.0180000,11.9822000,2023-02-07,2023-01,2023-02-07
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,10.68871600,0.081400,2.415,0.215,,,,,11.18,509,2458659.346230,0,,2.8200000,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,0.60,0.63,,,4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,12.6690000,9.0180000,11.9822000,2023-02-07,2023-01,2023-02-07
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,4.37808100,0.057900,15.110,1.348,304.16179,0.95700,Mass,0.045000,,,2458602.124500,0,,,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4974.00,3.52,1.36,0.205,[Fe/H],3.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m43.79s,164.9324709,-82d13m16.86s,-82.2213501,455.8200000,11.7070000,9.1480000,11.4565000,2023-11-28,2023-11,2023-11-28
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,30.08364000,0.201000,11.209,1.000,95.34852,0.30000,Mass,0.150000,,904,2458372.194000,0,,,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,6219.00,1.29,1.19,0.100,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.8340000,10.9370000,9.7300000,10.9545000,2023-04-10,2023-04,2023-04-10
TOI-444 b,TOI-444,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,17.96360000,0.133000,2.770,0.247,,,,,,609,2459190.039100,0,0.105600,3.7610000,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K1/2 V,5225.00,0.78,0.96,0.080,[Fe/H],4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973000,9.8600000,7.8320000,9.6063000,2023-08-22,2023-03,2023-08-22
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.88071980,0.040360,13.260,1.183,252.35576,0.79400,Mass,0.000000,633.00,1395,2459291.640040,0,1.311000,1.8500000,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5640.00,1.06,1.06,0.250,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,173.1170000,11.0360000,9.4020000,10.9505000,2023-02-27,2023-03,2023-02-27
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,1.15890000,0.016400,2.820,0.252,,,,,92.50,861,2459420.757800,0,,,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M3.0,3400.00,0.45,0.45,0.000,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532000,15.1800000,10.6470000,14.1309000,2022-06-27,2022-06,2022-06-27
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,1.85870300,0.028300,1.910,0.170,,,,0.000000,,1491,2458410.990000,0,0.039600,2.0376000,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,0.88,0.95,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,9.19252200,0.082300,3.100,0.277,,,,0.000000,,875,2458411.795600,0,0.104800,3.5592000,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,0.88,0.95,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,16.36498800,0.120800,4.070,0.363,,,,0.000000,,722,2458416.634780,0,0.180300,4.0968000,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,0.88,0.95,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,9.95581000,0.099400,11.859,1.058,473.56433,1.49000,Mass,0.101000,,,2458575.659700,0,,,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4896.00,3.55,1.31,0.230,[Fe/H],3.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.9860000,9.9730000,7.5240000,9.6410000,2023-11-29,2023-11,2023-11-29
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,225.11781000,0.768000,12.530,1.118,732.00000,2.30000,Mass,0.760000,,318,2458456.871680,0,0.996100,4.3200000,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,F7 V,6096.00,1.15,1.19,0.080,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.6050000,12.1400000,10.6190000,11.9551000,2023-02-07,2022-08,2023-02-07
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,31.03400000,,10.536,0.940,168.44906,0.53000,Mass,0.510000,,,2458712.177000,0,,,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,,5190.00,2.50,1.34,0.170,[Fe/H],3.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.8460000,11.2700000,9.3290010,11.0809000,2023-01-23,2023-02,2023-01-23
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,82.68690000,0.349000,6.800,0.607,959.84179,3.02000,Mass,0.250000,,347,2459750.142100,0,,7.5400000,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,12.5770000,10.5710000,12.4406000,2023-09-19,2023-09,2023-09-19
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,482.81910000,1.152000,9.420,0.841,2946.26933,9.27000,Mass,0.210000,,191,2459751.600800,0,,11.1400000,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,12.5770000,10.5710000,12.4406000,2023-09-19,2023-09,2023-09-19
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,7.24599000,0.088800,11.680,1.042,4096.80817,12.89000,Mass,0.325000,1192.00,1677,2459549.126000,0,0.152800,2.8540000,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,F,6264.00,2.74,1.76,0.342,[Fe/H],3.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.6430000,9.2400000,7.7860000,9.0746900,2023-03-28,2023-03,2023-03-28
TOI-4641 b,TOI-4641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,22.09341000,0.173000,8.183,0.730,1229.99594,3.87000,Mass,0.074000,,,2459510.827590,0,,5.4380000,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,,6560.00,1.72,1.41,-0.090,[m/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501000,7.5100000,6.5790000,7.4077500,2023-12-14,2023-12,2023-12-14
TOI-470 b,TOI-470,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,12.19148000,0.119000,4.340,0.387,,,,,,660,2459205.982500,0,0.227500,3.0630000,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G,5190.00,0.83,0.87,0.100,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.4600000,11.1710000,9.4220000,11.2461000,2023-08-22,2023-03,2023-08-22
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.28088000,0.055500,12.442,1.110,734.18362,2.31000,Mass,0.000000,783.20,1472,2459237.595080,0,0.655000,3.3340000,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6058.00,1.41,1.24,0.207,[Fe/H],4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.8020000,11.5410000,10.0190000,11.3152000,2023-02-27,2023-03,2023-02-27
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.33111000,0.097000,11.097,0.990,486.27990,1.53000,Mass,0.153000,,1370,2458511.641800,0,,,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735.00,1.66,1.14,0.260,[Fe/H],4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.3849980,179.3660000,9.9720000,8.4430000,9.8465900,2020-12-10,2020-11,2020-12-17
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,1.52275959,0.018450,8.474,0.756,212.94503,0.67000,Mass,0.150000,,624,2459832.641439,0,,1.2435000,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,M4.5+/-0.5,3390.00,0.35,0.34,0.300,[Fe/H],4.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.1423000,16.4700000,11.1750000,15.1091000,2023-08-22,2023-10,2023-08-22
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.54817700,0.011890,1.166,0.104,1.42000,0.00447,Mass,0.063000,1138.00,1617,2458468.390500,0,0.024870,0.9980000,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,10.5400000,7.7150000,10.1026000,2022-05-09,2022-04,2022-05-09
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,5.45883850,0.065190,4.740,0.423,,,,0.000000,467.00,1442,2459627.038620,0,,3.7260000,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,10.1410000,8.7770000,9.9362900,2023-10-21,2023-10,2023-10-21
